Player,Team,Position,Position Rank,Average,Std. Dev.,Total,Weekly Floor,Weekly Ceiling,#Top-12,#13-24,#24-36,#Rest,Position,Avg>StdDev,#Startable,TE Filter,Requirement
Charone Peake,NYJ,WR,173,0.14,0.41,1.30,-0.26,0.55,0,0,0,9,2,0,0,0,0
Damiere Byrd,CAR,WR,174,0.13,0.38,1.20,-0.24,0.51,0,0,0,9,2,0,0,0,0
Matt Hazel,IND,WR,175,0.12,0.35,1.10,-0.22,0.47,0,0,0,8,2,0,0,0,0
Willie Snead,NO,WR,176,0.01,1.03,0.10,-1.01,1.04,0,0,0,8,2,0,0,0,0
Steve Smith Sr.,BAL,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Andre Johnson,TEN,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Anquan Boldin,BUF,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Jerricho Cotchery,CAR,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Wes Welker,LAR,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Roddy White,ATL,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Joshua Cribbs,IND,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Nate Washington,NE,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Lance Moore,ATL,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Devin Hester,SEA,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Derek Hagan,TEN,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Jason Avant,KC,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Marques Colston,NO,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Miles Austin,PHI,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Calvin Johnson,DET,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Dwayne Bowe,CLE,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Jacoby Jones,PIT,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
James Jones,LAC,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Eddie Royal,CHI,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,7,2,0,0,0,0
Jerome Simpson,SF,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Harry Douglas,TEN,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Andre Jerome Caldwell,DET,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Matthew Slater,NE,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Stevie Johnson,LAC,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Brandon Gibson,NE,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Brian Hartline,CLE,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Percy Harvin,BUF,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Louis Murphy,SF,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Hakeem Nicks,NO,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Jordan Norwood,DEN,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Kevin Ogletree,NYG,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Julian Edelman,NE,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Marcus Easley,BUF,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Riley Cooper,PHI,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Marc Mariani,TEN,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Kyle Williams,NYJ,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Seyi Ajirotutu,PHI,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Victor Cruz,CHI,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,7,2,0,0,0,0
Marlon Moore,CLE,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Bryan Walters,JAX,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Danario Alexander,LAC,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Andrew Hawkins,CLE,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Leonard Hankerson,BUF,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Greg Little,BUF,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Vincent Brown,NO,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Dwayne Harris,NYG,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Greg Salas,BUF,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Denarius Moore,BUF,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Ricardo Lockette,SEA,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Joe Morgan,BAL,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Jeremy Ross,ARI,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Justin Blackmon,JAX,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Stephen Hill,CAR,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Rueben Randle,CHI,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,7,2,0,0,0,0
Keshawn Martin,DET,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Trevor Graham,CAR,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Nick Toon,LAR,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
DeVier Posey,DEN,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
LaVon Brazill,IND,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Chris Givens,PHI,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Kashif Moore,KC,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Nathan Palmer,OAK,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Chris Owusu,NYJ,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Brian Tyms,IND,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Jeff Fuller,SEA,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Jarrett Boykin,BUF,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Rod Streater,BUF,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
LaRon Byrd,CAR,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Damaris Johnson,TEN,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Josh Gordon,CLE,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Stedman Bailey,LAR,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Aaron Dobson,ARI,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Charles D. Johnson,CAR,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
B.J. Daniels,ATL,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Cobi Hamilton,PIT,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Josh Boyce,CLE,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Chris Harper,NYJ,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Corey Fuller,NO,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Marquess Wilson,NYJ,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Quinton Patton,NYJ,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Da'Rick Rogers,KC,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Ryan Spadola,DET,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Rodney Smith,SEA,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Kenbrell Thompkins,NYJ,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Myles White,NYJ,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Marlon Brown,DEN,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Shaq Evans,DAL,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Jeremy Gallon,NE,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Kevin Norwood,NYG,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Jalen Saunders,NE,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Devin Street,HOU,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Jeff Janis,GB,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Corey Washington,DAL,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Robert Herron,OAK,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Brenton Bersin,CAR,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Corey Brown,BUF,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Frankie Hammond,NYJ,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
James Wright,CLE,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Isaiah Burse,LAC,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Jeremy Butler,BUF,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Damian Copeland,DET,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Jonathan Krause,TEN,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Walter Powell,BUF,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Rashad Ross,BUF,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Kevin Smith,SEA,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Andre Debose,IND,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
DiAndre Campbell,SF,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Issac Blakeney,PIT,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Geremy Davis,LAC,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Da'Ron Brown,LAC,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Kenny Bell,BAL,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Dres Anderson,HOU,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Keith Mumphery,HOU,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
DeAndrew White,HOU,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Dezmin Lewis,BUF,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Devin Smith,NYJ,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Rashad Greene Sr.,JAX,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Dorial Green-Beckham,PHI,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Jaelen Strong,JAX,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Mario Alford,CLE,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
DeAndre Smelter,SF,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Duron Carter,IND,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Antwan Goodley,GB,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Seantavius Jones,KC,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Cameron Meredith,CHI,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,7,2,0,0,0,0
Lucky Whitehead,NYJ,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Quincy Enunwa,NYJ,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Chris Harper,NYJ,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Bradley Marquez,LAR,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Javontee Herndon,DAL,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Eric Rogers,SF,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Malcolm Mitchell,NE,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Tajae Sharpe,TEN,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Jordan Payton,CLE,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Moritz Bohringer,MIN,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,7,2,0,0,0,0
Keenan Reynolds,BAL,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Kolby Listenbee,BUF,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Cody Core,CIN,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Aaron Burbridge,SF,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Devin Lucien,NE,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Demarcus Ayers,PIT,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Daniel Braverman,CHI,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,7,2,0,0,0,0
Devin Lewis Fuller,ATL,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Kenny Lawler,SEA,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Reggie Bell,NO,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Jake Kumerow,CIN,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Marquez North,LAR,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Andy Jones,HOU,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Xavier Rush,NO,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Dom Williams,PHI,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
R.J. Harris,NO,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Paul McRoberts,LAR,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Wendall Williams,HOU,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Anthony Dable,ATL,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Darius Jennings,TEN,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Devon Cajuste,SF,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Keyarris Garrett,CAR,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Jalin Marshall,NYJ,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Nelson Spruce,LAR,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Paul Turner,PHI,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Chad Hansen,NYJ,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Malachi Dupre,GB,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Rodney Adams,MIN,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,7,2,0,0,0,0
David Moore,SEA,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Carlos Henderson,DEN,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Robert Davis,WAS,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Shelton Gibson,PHI,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Dede Westbrook,JAX,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Stacy Coley,MIN,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,7,2,0,0,0,0
DeAngelo Yancey,GB,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Jace Billingsley,DET,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Ishmael Zamora,OAK,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Austin Carr,NO,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Darius Powe,NYG,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Rannell Hall,CLE,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Maurice Lynell Harris,WAS,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,8,2,0,0,0,0
Damore'ea Stringfellow,NYJ,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Victor Bolden Jr.,SF,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Vincent Jackson,TB,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Greg Jennings,MIA,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Preston Parker,FA,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,4,2,0,0,0,0
Cecil Shorts III,TB,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Josh Huff,TB,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Freddie Martino,TB,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Evan Spencer,TB,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Tyler Murphy,MIA,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Donteea Dye,TB,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Mitch Mathews,MIA,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Isaiah Ford,MIA,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Rashawn Scott,MIA,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
Krishawn Hogan,IND,WR,177,0.00,0.00,0.00,0.00,0.00,0,0,0,9,2,0,0,0,0
John Ross,CIN,WR,368,-0.10,0.26,-0.80,-0.36,0.16,0,0,0,8,2,0,0,0,0
Kalif Raymond,NYJ,WR,369,-0.22,0.63,-2.00,-0.85,0.41,0,0,0,9,2,0,0,0,0
